ID;SIREN;Organisation_name;Type_of_org;zip_code;City;Department_code;Department_name;Region
30;751109893;COM ST SYMPHORIEN CHARMOY FEDERATION NAT ANCIENS COMBAT AMT;Associations;71710;SAINT-SYMPHORIEN-DE-MARMAGNE;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
31;779489541;AMICALE CORPS SAPEURS POMPIERS;Associations;38320;BRIE-ET-ANGONNES;38;ISERE;AUVERGNE RHONE ALPES
32;798900429;TOILES ET PINCEAUX;Associations;83600;FREJUS;83;VAR;PROVENCE ALPES COTE D AZUR
33;15950017;BFC PROMOTION HABITAT;Coop‚ratives;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
34;341430957;ASS POM'CERISES;Associations;69230;SAINT-GENIS-LAVAL;69;RHONE;AUVERGNE RHONE ALPES
35;379785926;COMITE DEP HAND BALL HAUTE SAONE;Associations;70000;VESOUL;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
36;397497207;CENTRE FORMATION AERONAUTIQUE BOURGOGNE;Associations;89600;CHEU;89;YONNE;BOURGOGNE FRANCHE COMTE
37;407695287;GUILDE DES UTILISATEURS D'INFORMATIQUE LIBRE DU DAUPHINE;Associations;38000;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
38;441978194;MEDOBS;Associations;13250;SAINT-CHAMAS;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
39;433988367;PATRIMOINE AU PRESENT LES AMIS DU CIER;Associations;42100;SAINT-ETIENNE;42;LOIRE;AUVERGNE RHONE ALPES
40;453254666;EL CAMINO REAL;Associations;38960;SAINT-AUPRE;38;ISERE;AUVERGNE RHONE ALPES
41;488024332;FDB MUAY THAI;Associations;63000;CLERMONT-FERRAND;63;PUY DE DOME;AUVERGNE RHONE ALPES
42;490020047;GASFACE MEDIA;Associations;69001;LYON 1ER;69;RHONE;AUVERGNE RHONE ALPES
43;508288545;BOOZOOLOOF PRODUCTION;Associations;13003;MARSEILLE 3;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
44;518508171;ASSOCIATION DES PARENTS D'ELEVES DES ECOLES DE COLLOBRIERES;Associations;83610;COLLOBRIERES;83;VAR;PROVENCE ALPES COTE D AZUR
45;523646248;FOOTBALL CLUB FEMININ 13;Associations;13013;MARSEILLE 13;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
46;751110669;GROUPE ECONOMIQUE SOLIDAIRE 38;Associations;38100;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
47;779489772;CLUB OMNISPORT U S B LA BUISSE;Associations;38500;LA BUISSE;38;ISERE;AUVERGNE RHONE ALPES
48;798900601;GROUPEMENT D'ENTREPRISES SOLIDAIRES PARTAGE ET TRAVAIL;Associations;13090;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
49;16050726;PARC EXPOS ET CONGRES DE DIJON;Associations;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
50;341432565;THEATRE LES CLOCHARDS CELESTES;Associations;69001;LYON 1ER;69;RHONE;AUVERGNE RHONE ALPES
51;379787492;TENNIS CLUB DE L'AGGLOMERATION VESULIENNE;Associations;70000;VAIVRE-ET-MONTOILLE;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
52;397497793;GROUPE COMMERCIAL ARTISANAL APT&ENVIRONS;Associations;84400;APT;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
53;407695832;GROUPEMENT D'EMPLOYEURS DE GERVANS;Associations;26600;GERVANS;26;DROME;AUVERGNE RHONE ALPES
54;441978673;ECOLE DE JEUNES SAPEURS POMPIERS;Associations;43000;LE PUY-EN-VELAY;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
55;433988532;ECOLE DE DANSE CANTON DE NOIRETABLE;Associations;42440;NOIRETABLE;42;LOIRE;AUVERGNE RHONE ALPES
56;453254831;CLUB PETANQUE LE CARREAU DE MARSANNAY;Associations;21160;MARSANNAY-LA-COTE;21;COTE D OR;BOURGOGNE FRANCHE COMTE
57;488027962;MEDEF CORSE;Associations;20090;AJACCIO;2A;CORSE DU SUD;CORSE
58;490020062;LOISIRS ET BIEN ETRE A ARSAC;Associations;43700;ARSAC-EN-VELAY;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
59;508288735;SERVICE DE REMPLACEMENT VALLEE DE M;Associations;73300;SAINT-JEAN-DE-MAURIENNE;73;SAVOIE;AUVERGNE RHONE ALPES
60;518512967;L ART DU YOGA;Associations;21300;CHENOVE;21;COTE D OR;BOURGOGNE FRANCHE COMTE
61;523646271;ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE LONS LE SAUNIER;Associations;39570;COURBOUZON;39;JURA;BOURGOGNE FRANCHE COMTE
62;751110917;LA SOURCE;Associations;21410;AGEY;21;COTE D OR;BOURGOGNE FRANCHE COMTE
63;779489798;ASSOC FAMILIALE DE LA BUISSE;Associations;38500;LA BUISSE;38;ISERE;AUVERGNE RHONE ALPES
64;798901039;AGENCE DE L ERREUR;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
65;16350266;SOCIETE DE CAUTION MUTUELLE IMMOBILIERE DE BOURGOGNE FRANCHE COMTE;Coop‚ratives;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
66;341435519;OFFICE CENTRAL COOPERATION A L'ECOLE;Associations;90000;BELFORT;90;TERRITOIRE DE BELFORT;BOURGOGNE FRANCHE COMTE
67;379787658;ASS CIE THEATRE PAUL NATHAN;Associations;83300;DRAGUIGNAN;83;VAR;PROVENCE ALPES COTE D AZUR
68;397499971;ASS RHONE ALPES ORCHIDEES;Associations;69008;LYON 8EME;69;RHONE;AUVERGNE RHONE ALPES
69;407697812;LE RELAIS;Associations;84110;SEGURET;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
70;441981230;ASSOCIATION NOIR SALLE;Associations;26110;MIRABEL-AUX-BARONNIES;26;DROME;AUVERGNE RHONE ALPES
71;433989464;GALAXY FORMATION;Associations;38090;VILLEFONTAINE;38;ISERE;AUVERGNE RHONE ALPES
72;453256521;ECURIE LES FOUS DU VOLANT;Associations;83136;NEOULES;83;VAR;PROVENCE ALPES COTE D AZUR
73;488028200;ASSOCIATION LE FIL DE SOIE;Associations;13015;MARSEILLE 15;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
74;490021250;VENTU DI MARE;Associations;20214;CALENZANA;2B;HAUTE CORSE;CORSE
75;508288834;LA MASCOTTE;Associations;69100;VILLEURBANNE;69;RHONE;AUVERGNE RHONE ALPES
76;518519608;ECOLE DE DANSE;Associations;38870;SAINT-SIMEON-DE-BRESSIEUX;38;ISERE;AUVERGNE RHONE ALPES
77;523646875;ASSEMBLEE DE DIEU DE MARTIGUES;Associations;13500;MARTIGUES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
78;751111238;VERS UNE AUTRE PALETTE;Associations;13011;MARSEILLE 11;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
79;779490648;OGEC CHABONS;Associations;38690;CHABONS;38;ISERE;AUVERGNE RHONE ALPES
80;798901583;METEOR;Coop‚ratives;43200;YSSINGEAUX;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
81;16550329;ASSOCIATION IMMOBILIERE;Associations;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
82;341435758;FERTILY;Associations;69008;LYON 8EME;69;RHONE;AUVERGNE RHONE ALPES
83;379788235;COMITE BOURGOGNE CANOE KAYAK;Associations;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
84;397501552;ASSOCIATION AGIR;Associations;89200;AVALLON;89;YONNE;BOURGOGNE FRANCHE COMTE
85;407701572;ASS  ON SE REGALE;Associations;38100;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
86;441982014;NGANDA MWANA;Associations;74000;ANNECY;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
87;433990041;ASSOCIATION PLANETE ART ET SCIENCE;Associations;42740;DOIZIEUX;42;LOIRE;AUVERGNE RHONE ALPES
88;453257222;LUZ;Associations;83610;COLLOBRIERES;83;VAR;PROVENCE ALPES COTE D AZUR
89;488028358;JONATHAN PIERRES VIVANTES;Associations;26200;MONTELIMAR;26;DROME;AUVERGNE RHONE ALPES
90;490021789;ASS LI PETARDIE SAUTAREU;Associations;84390;SAULT;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
91;508288909;ASSOCIATION CULTURELLE ET SOCIALE AS SALAM;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
92;518520614;QUINTETTE A MUSES;Associations;69400;VILLEFRANCHE-SUR-SAONE;69;RHONE;AUVERGNE RHONE ALPES
93;523647113;INSTITUT D'ETUDES APPLIQUEES DES CIVILISATIONS ET DES ESPACES MEDITERRANEENS;Associations;20228;LURI;2B;HAUTE CORSE;CORSE
94;751111394;RANDONNEES LOISIRS DOMMARTINOIS;Associations;69380;DOMMARTIN;69;RHONE;AUVERGNE RHONE ALPES
95;779490655;ASSO FAMILIALE DE GESTION DE VALLON-BONNEVAUX ASSO RESPONSABLE DU LYCEE DE LENSEIGNEMENT AGRICOLE PRIVE VALLON-BONNEVAUX;Associations;38440;SAINT-JEAN-DE-BOURNAY;38;ISERE;AUVERGNE RHONE ALPES
96;798901641;TANGOBAL;Associations;13090;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
97;16650657;SACOOP DIJON-RESIDENCE DU CHAMBERTIN;Coop‚ratives;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
98;341436855;ASS DEVELOPPEMENT DE L'ERGONOMIE;Associations;69007;LYON 7EME;69;RHONE;AUVERGNE RHONE ALPES
99;379790348;ASSOCIATION FOYER LAIQUE ECOLE VENASQUE;Associations;84210;VENASQUE;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
100;397501701;ASSOCIATION ARIANE;Associations;89000;AUXERRE;89;YONNE;BOURGOGNE FRANCHE COMTE
101;407701648;ROTARY INTERNATIONAL;Associations;69002;LYON 2EME;69;RHONE;AUVERGNE RHONE ALPES
102;441982204;ARDES PLASTIQUES;Associations;63420;APCHAT;63;PUY DE DOME;AUVERGNE RHONE ALPES
103;433993474;ORGANIS. DE LA VIE INTERCOMMUNALE VAREZE;Associations;38122;MONSTEROUX-MILIEU;38;ISERE;AUVERGNE RHONE ALPES
104;453257354;LO REVISCOL MONTELENC;Associations;26200;MONTELIMAR;26;DROME;AUVERGNE RHONE ALPES
105;488028382;VETERANS DES ESSAIS NUCLEAIRES;Associations;69005;LYON 5EME;69;RHONE;AUVERGNE RHONE ALPES
106;490022548;BOULE JOYEUSE MAZANAISE;Associations;84380;MAZAN;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
107;508289352;ASSOCIATION DE DETECTION ET DE PREVENTION DE LA SANTE PAR LE SPORT;Associations;13004;MARSEILLE 4;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
108;518521844;ASSOCIATION SPORTIVE ET D'EDUCATION POPULAIRE DE L'ECOLE PUBLIQUE MOISE LEVY;Associations;70100;GRAY;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
109;523647576;COMPAGNIE MAGUY MARIN;Associations;69007;LYON 7EME;69;RHONE;AUVERGNE RHONE ALPES
110;751111576;BLACKBALL BILLARD CLUB BESAYES 26 (BBCB26);Associations;26300;BESAYES;26;DROME;AUVERGNE RHONE ALPES
111;779490887;RALLYE DU DRAC;Associations;38800;CHAMPAGNIER;38;ISERE;AUVERGNE RHONE ALPES
112;798903720;HEURE DU CONTE;Associations;63380;PONTAUMUR;63;PUY DE DOME;AUVERGNE RHONE ALPES
113;38926309;LACROIX GEORGES CLOS PIERRETTE;Associations;83200;TOULON;83;VAR;PROVENCE ALPES COTE D AZUR
114;341444107;ANANDA YOGA;Associations;69600;OULLINS;69;RHONE;AUVERGNE RHONE ALPES
115;379791064;REGIE DES QUARTIERS DE BELFORT;Associations;90000;BELFORT;90;TERRITOIRE DE BELFORT;BOURGOGNE FRANCHE COMTE
116;397502741;ASS LA TERRE N'EST QU'UN SEUL PAYS;Associations;83400;HYERES;83;VAR;PROVENCE ALPES COTE D AZUR
117;407701705;CROC OREILLE;Associations;38100;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
118;441983632;LE MUY HANDBALL;Associations;83490;LE MUY;83;VAR;PROVENCE ALPES COTE D AZUR
119;433993979;NEGO SUD TRANSFORMATION;Coop‚ratives;84470;CHATEAUNEUF-DE-GADAGNE;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
120;453257370;JOYEUSE PETANQUE AUXONNAISE;Associations;21130;AUXONNE;21;COTE D OR;BOURGOGNE FRANCHE COMTE
121;488028408;AZUR PLONGEE;Associations;83340;LE CANNET-DES-MAURES;83;VAR;PROVENCE ALPES COTE D AZUR
122;490022852;ASS CULTURELLE DE NOTRE DAME DU MONT;Associations;13006;MARSEILLE 6;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
123;508289899;ASSOCIATION CEDRIC GONELLA;Associations;13400;AUBAGNE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
124;518522362;ISERE CONCEPT ABIMATION;Associations;38220;CHOLONGE;38;ISERE;AUVERGNE RHONE ALPES
125;523652394;LA MASSAGERE;Associations;13003;MARSEILLE 3;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
126;751111584;AMIS DE LA SAINTE RENCONTRE;Associations;13013;MARSEILLE 13;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
127;779491299;ASS CHAMPFLEURI;Associations;38190;LE CHAMP-PRES-FROGES;38;ISERE;AUVERGNE RHONE ALPES
128;798903787;AUTOUR DU LIVRE;Associations;26290;LES GRANGES-GONTARDES;26;DROME;AUVERGNE RHONE ALPES
129;55809578;IMPRIMERIE NOUVELLE DE MARSEILLE;Coop‚ratives;13007;MARSEILLE 7;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
130;341448280;ASS INSTALL CHAINE GAZ GRAND AVIGNON;Associations;84000;AVIGNON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
131;379791932;COMITE GESTION BASE LIGUE DEPARTEMENT;Associations;74800;LA ROCHE-SUR-FORON;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
132;397503228;ASS LA COURTINE;Associations;69003;LYON 3EME;69;RHONE;AUVERGNE RHONE ALPES
133;407701762;EGLISE EVANGELIQUE DES FRERES DU CREUSOT;Associations;71200;LE CREUSOT;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
134;441984424;GYM ET BIEN ETRE GYM VOLONTAIRE;Associations;43620;SAINT-ROMAIN-LACHALM;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
135;433996741;ASSOC USAGERS RACCORD. RESEAU ASSAINIS.;Associations;89310;PASILLY;89;YONNE;BOURGOGNE FRANCHE COMTE
136;453257768;TRIATHLON CLUB MARSEILLE 12;Associations;13012;MARSEILLE 12;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
137;488028515;FONDATION PETZL;Fondations;38920;CROLLES;38;ISERE;AUVERGNE RHONE ALPES
138;490023223;COMITE TERRITORIAL VAUCLUSE DE LA FEDERATION FRANCAISE DE LA MONTAGNE ET DE L'ESCALADE;Associations;84740;VELLERON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
139;508290400;FOYER DE LA JEUNESSE DU JONQUET;Associations;83200;TOULON;83;VAR;PROVENCE ALPES COTE D AZUR
140;510917305;LES ARTS LES UNS LES AUTRES NATURE ET ROULOTTES;Associations;13140;MIRAMAS;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
141;523652501;COMITE D ORGANISATION DE LA 67E SESSION INTER DU PARLEMENT EUROPEEN DES JEUNES;Associations;38000;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
142;751111972;ASSO ENSUENENNE DE SOUTIEN AU COMITE COMMUNAL FEUX DE FORET D ENSUES LA REDONNE;Associations;13820;ENSUES-LA-REDONNE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
143;779491315;CHAMPFLEURI;Associations;38190;LE CHAMP-PRES-FROGES;38;ISERE;AUVERGNE RHONE ALPES
144;798903795;LES AMIS D ESPALADOUS;Associations;43260;SAINT-PIERRE-EYNAC;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
145;55810501;RESIDENCE MARITIME SOC IMMOBIL;Coop‚ratives;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
146;341448801;ASS ARCHIVES FILM EXPERIMENTAL AVIGNON;Associations;84000;AVIGNON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
147;379793474;ASS SAUVEGARDE DES SITES ET CADRE DE VIE;Associations;26130;MONTSEGUR-SUR-LAUZON;26;DROME;AUVERGNE RHONE ALPES
148;397503574;SERVICE PROXIMITE PLUS;Associations;69270;FONTAINES-SUR-SAONE;69;RHONE;AUVERGNE RHONE ALPES
149;407702133;ASS DES COPROPRIETAIRE CROIX DU PATRE;Associations;38400;SAINT MARTIN D'HERES;38;ISERE;AUVERGNE RHONE ALPES
150;441987583;CUMA DU BEAUFORTAIN;Coop‚ratives;73270;BEAUFORT;73;SAVOIE;AUVERGNE RHONE ALPES
151;433996899;RUGBY CLUB CELLES LES SARRAIX;Associations;63250;CELLES-SUR-DUROLLE;63;PUY DE DOME;AUVERGNE RHONE ALPES
152;453258089;ASSOCIATION DE GYMNASTIQUE LA BEAUNOISE;Associations;21200;BEAUNE;21;COTE D OR;BOURGOGNE FRANCHE COMTE
153;488028622;COMITE DPTAL 83 FEDERATION SPORTIVE POLICE FRANCAISE;Associations;83190;OLLIOULES;83;VAR;PROVENCE ALPES COTE D AZUR
154;490023470;ASSOCIATION ART ET DEVOTION;Associations;43000;LE PUY-EN-VELAY;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
155;500063425;LE COMMERCE MUROIS;Associations;38350;LA MURE;38;ISERE;AUVERGNE RHONE ALPES
156;510917651;LEONARD ET SES AMIS;Associations;13090;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
157;523652618;LA CANNE COMPSOISE;Associations;83840;COMPS-SUR-ARTUBY;83;VAR;PROVENCE ALPES COTE D AZUR
158;751112103;ASS MONTGIROTAINE LOU Z'EFANTS DE MONTZOU;Associations;73210;AIME-LA-PLAGNE;73;SAVOIE;AUVERGNE RHONE ALPES
159;779491554;UNION SPORTIVE JARRIE CHAMP BASKET BALL;Associations;38560;CHAMP-SUR-DRAC;38;ISERE;AUVERGNE RHONE ALPES
160;798903886;NIHAO LYON;Associations;69007;LYON 7EME;69;RHONE;AUVERGNE RHONE ALPES
161;56806516;COOP OUV SUD EST BAT ET T P;Coop‚ratives;13010;MARSEILLE 10;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
162;341450690;MARSEILLE GESTION;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
163;379793870;FESTIVAL INTERNATIONAL DE GUITARE;Associations;26200;MONTELIMAR;26;DROME;AUVERGNE RHONE ALPES
164;397506601;ASSOCIATION LES AMIS DE LA COLLEGIALE;Associations;89380;APPOIGNY;89;YONNE;BOURGOGNE FRANCHE COMTE
165;407702604;ASS AMENA DEVELOP AGRICUL REGION ST ETIE;Associations;42270;SAINT-PRIEST-EN-JAREZ;42;LOIRE;AUVERGNE RHONE ALPES
166;441988375;ASSOCIATION ATELIER CREATION REDAN';Associations;13600;LA CIOTAT;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
167;434002341;IMAJE SANTE;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
168;453258196;NOLAY 2000 PETANQUE;Associations;21340;NOLAY;21;COTE D OR;BOURGOGNE FRANCHE COMTE
169;488028820;SEMAILLES 83;Associations;83600;FREJUS;83;VAR;PROVENCE ALPES COTE D AZUR
170;490024353;ASSOCIATION SPORTIVE AUTOMOBILE MEDITERRANEE;Associations;84000;AVIGNON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
171;500063474;ASSOCIATION CALVIDYS;Associations;20260;CALVI;2B;HAUTE CORSE;CORSE
172;510917677;CENTRE READAPTATION FONCTIONNELLE DE VALMANTE CLUB HANDISPORT VALMANTAIS;Associations;13009;MARSEILLE 9;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
173;523652709;LES AMIS DE L ECOLE LAIQUE;Associations;39200;SAINT-CLAUDE;39;JURA;BOURGOGNE FRANCHE COMTE
174;751112137;ASSO LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE CALVI;Associations;20220;AREGNO;2B;HAUTE CORSE;CORSE
175;779491596;F N A C A;Associations;38560;CHAMP-SUR-DRAC;38;ISERE;AUVERGNE RHONE ALPES
176;798904108;COPAITON;Associations;73220;AITON;73;SAVOIE;AUVERGNE RHONE ALPES
177;56810187;LA BETHELINE;Associations;13013;MARSEILLE 13;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
178;341452522;UNION DE COOPERATIVES AGRICOLES BRIENON CHABLIS;Coop‚ratives;89330;SAINT-JULIEN-DU-SAULT;89;YONNE;BOURGOGNE FRANCHE COMTE
179;379793920;HAPPY MUSIC;Associations;26300;CHATUZANGE-LE-GOUBET;26;DROME;AUVERGNE RHONE ALPES
180;397510280;SYNERGIE ANIMA AGENT TITULAI YONNE REGIO;Associations;89700;TONNERRE;89;YONNE;BOURGOGNE FRANCHE COMTE
181;407704287;ASS ENTENTE SKI SPORTS ET SENTIERS;Associations;25140;FOURNET-BLANCHEROCHE;25;DOUBS;BOURGOGNE FRANCHE COMTE
182;441989191;TENNIS CLUB DE SAINT CANNAT;Associations;13760;SAINT-CANNAT;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
183;434003216;COMITE DE CHOMEURS CGT DU BASSIN MINIER;Associations;63570;BRASSAC-LES-MINES;63;PUY DE DOME;AUVERGNE RHONE ALPES
184;453258519;APPEL A LA SOLIDARITE ET A L'INSERTION;Associations;13014;MARSEILLE 14;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
185;488029877;TORERIA;Associations;13150;TARASCON;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
186;490024551;ASSOC DE COORDINATION USEP VAL D'ALLIER SUD;Associations;63340;LE BREUIL-SUR-COUZE;63;PUY DE DOME;AUVERGNE RHONE ALPES
187;500063656;LES CHIENS-GUIDES D'AVEUGLES DE DROME-ARDECHE ANTENNE ECOLE PIERRE AICARD EZE-NICE;Associations;26000;VALENCE;26;DROME;AUVERGNE RHONE ALPES
188;510917768;COM FETES JEUNESSE SPORTS CULTURE TOURISME;Associations;84290;SAINTE-CECILE-LES-VIGNES;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
189;523653343;CHORALE DE MANIGOD L ECHO DU MONT CHARVIN;Associations;74230;MANIGOD;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
190;751112277;ASSOCIATION DES ANCIENS ELEVES DE LING DAO (A.A.E. LING DAO);Associations;83220;LE PRADET;83;VAR;PROVENCE ALPES COTE D AZUR
191;779492024;GRPT PROD FRUITS REGION CHANAS;Coop‚ratives;38150;CHANAS;38;ISERE;AUVERGNE RHONE ALPES
